CALLS,PUTS,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,"37,889","15,222","14,41,357",8.86,64.05,-76.20,"1,275",63.65,64.60,75,"22,550.00","1,125",47.70,48.60,"2,250",-26.15,48.00,7.91,"19,06,267","4,380","54,205",
,"1,25,230","4,164","30,79,810",8.01,35.75,-73.75,75,35.00,35.75,150,"22,600.00",150,68.10,69.00,"3,750",-23.80,69.00,6.94,"29,14,504","31,988","1,45,033",
,"71,956","25,878","15,91,527",7.73,18.90,-63.75,975,18.20,18.90,525,"22,650.00",900,100.10,101.90,150,-14.25,101.75,6.20,"9,42,307","4,203","50,598",
,"1,96,260","71,043","20,96,326",7.94,10.00,-50.20,"2,23,425",10.00,10.15,75,"22,700.00",600,142.50,144.00,"1,275",-0.45,144.00,6.10,"8,72,853","-7,469","34,993",
,"62,691","14,407","10,21,088",8.82,6.95,-37.05,225,6.95,7.15,"1,200","22,750.00",225,188.00,191.50,225,8.65,187.00,-,"2,10,176","-3,113","10,224",
,"1,30,364","-46,106","15,14,190",9.85,5.30,-26.15,300,5.30,5.35,150,"22,800.00",750,237.40,240.85,525,22.15,238.65,-,"2,57,804","-9,478","29,904",
,"55,600","-1,230","8,08,577",10.78,4.20,-19.40,825,4.20,4.40,300,"22,850.00",300,285.65,288.60,75,28.70,286.95,-,"36,016","-1,447","7,409",
,"96,375","-16,284","12,34,133",11.82,3.55,-14.50,"1,875",3.50,3.65,225,"22,900.00",375,335.05,339.00,750,32.20,335.30,-,"60,220","-6,646","18,601",
,"54,671","13,260","8,17,564",12.76,3.10,-11.05,"2,850",2.80,3.20,300,"22,950.00",75,384.65,389.50,150,38.10,388.20,-,"6,064",-498,"8,207",
,"1,70,403","-13,626","13,59,163",13.82,2.65,-8.50,150,2.65,2.70,225,"23,000.00",750,435.40,438.95,75,37.60,435.30,-,"62,009","-13,085","48,094",
,"43,768","3,998","5,04,647",14.65,2.20,-6.60,900,2.20,2.40,600,"23,050.00",150,483.60,489.75,75,38.80,485.95,-,"1,022",-92,"2,405",
,"92,876","16,019","8,21,337",15.27,1.70,-5.35,750,1.75,2.25,375,"23,100.00",225,532.70,538.95,150,38.90,533.20,-,"6,081","-2,233","10,193",
,"42,682","5,197","3,97,381",16.79,1.95,-3.70,75,1.90,1.95,150,"23,150.00",75,581.25,588.00,75,43.95,586.20,-,628,-196,"1,121",
,"94,336","-7,460","7,32,698",17.90,1.75,-2.95,750,1.75,1.85,450,"23,200.00",75,634.10,639.30,150,43.90,634.30,-,"7,564","-2,688","18,726",
,"52,846","-6,420","3,72,981",18.85,1.70,-2.35,"2,325",1.70,2.80,900,"23,250.00",150,680.90,689.35,300,49.30,688.40,-,404,-258,"1,070",
,"87,422","-19,599","4,50,144",20.00,1.50,-2.00,150,1.50,1.85,"1,275","23,300.00","1,500",735.00,739.65,75,46.70,735.30,-,"5,827","-1,699","11,763",
,"26,024","-13,426","2,15,841",20.60,1.45,-1.60,675,1.45,1.55,"2,100","23,350.00",150,778.65,789.80,300,54.35,790.35,18.79,360,-168,"1,007",
,"81,281","-5,183","4,92,538",21.60,1.40,-1.25,"1,500",1.35,1.40,"2,550","23,400.00",75,832.60,838.95,150,45.35,834.15,-,"2,460","-1,641","8,486",
,"23,271","-1,643","2,27,082",22.80,1.45,-1.05,"1,200",1.30,1.45,"5,175","23,450.00","1,125",872.30,888.05,150,50.65,885.00,-,127,-58,844,
,"1,71,994","28,301","7,46,722",23.07,1.10,-1.20,"28,350",1.10,1.20,750,"23,500.00",75,933.70,938.70,75,45.65,934.55,-,"8,227","-1,392","38,206",
,"13,709","-6,943","3,13,048",23.70,1.00,-1.15,"1,350",1.00,1.20,"1,800","23,550.00",150,981.95,990.85,150,50.60,982.15,-,264,-62,"1,208",
,"45,411","-45,685","4,03,808",25.02,1.00,-1.10,225,1.00,1.05,"1,650","23,600.00",150,"1,034.00","1,039.30",150,60.45,"1,037.25",-,"2,890","-1,386","11,011",
,"7,997","-18,166","1,44,444",26.60,1.05,-0.90,450,0.95,1.25,"1,200","23,650.00",150,"1,076.70","1,092.30",150,71.15,"1,090.30",25.27,384,-309,837,
,"46,786","-25,936","3,12,202",26.76,0.95,-0.90,"3,600",0.80,1.00,"4,350","23,700.00",225,"1,132.80","1,139.50",450,54.05,"1,134.95",-,"4,056","-3,040","9,592",
,"7,112","-13,371","87,717",26.63,1.50,-0.30,"1,350",0.65,1.50,750,"23,750.00",75,"1,180.00","1,190.10",150,62.40,"1,188.55",-,142,-104,"1,044",
,"59,029","-8,199","1,83,283",28.94,0.95,-0.80,"33,900",0.95,1.05,"1,800","23,800.00",225,"1,231.30","1,239.55",225,52.75,"1,238.95",-,"3,052","-2,143","9,261",
,"5,473","-4,447","52,005",30.11,1.05,-0.55,"1,125",0.90,1.60,"1,500","23,850.00",150,"1,282.10","1,293.15",375,30.00,"1,265.00",-,32,1,"2,092",
,"21,514","-8,283","92,650",30.38,0.85,-0.80,"1,800",0.85,1.15,300,"23,900.00",225,"1,329.50","1,340.30",300,63.90,"1,335.00",-,"1,794","-1,077","2,875",
,"5,001","-2,451","39,524",32.10,1.05,-0.50,"1,350",0.85,1.05,"1,875","23,950.00","1,125","1,336.50","1,387.80",150,67.05,"1,382.05",-,104,-80,144,
,"98,750","-60,314","4,15,193",32.52,0.90,-0.70,"7,050",0.75,0.90,525,"24,000.00",375,"1,432.20","1,435.95",75,49.35,"1,435.00",-,"4,178","-3,021","13,913",
,"5,002","-1,675","25,688",32.09,0.80,-0.65,75,0.75,0.95,"7,200","24,050.00",675,"1,474.95","1,490.15",150,69.00,"1,485.15",-,113,-81,194,
,"27,186","-3,443","1,35,889",33.02,0.60,-0.75,"54,150",0.60,0.70,"1,800","24,100.00",75,"1,530.00","1,536.65",225,49.65,"1,535.00",-,343,-300,"1,103",
,"5,184",-762,"22,836",34.73,0.75,-0.65,"46,950",0.75,1.15,"1,500","24,150.00",75,"1,580.75","1,589.65",75,-3.80,"1,541.30",-,2,-1,"1,802",
,"16,066","-6,800","75,183",35.42,0.70,-0.55,"4,875",0.60,0.65,"5,175","24,200.00",150,"1,632.80","1,640.55",300,41.85,"1,635.00",-,"2,361","-1,093","2,204",
,"2,280","-1,940","21,554",35.15,0.50,-0.75,450,0.50,1.20,"1,500","24,250.00","1,125","1,633.90","1,693.70",150,56.30,"1,660.00",-,46,-8,89,
,"12,974","-15,403","1,04,884",36.99,0.65,-0.55,"40,125",0.65,0.85,600,"24,300.00",300,"1,727.65","1,743.10",600,52.35,"1,739.10",-,669,-625,746,
,"3,366","-5,391","34,312",36.57,0.45,-0.70,150,0.45,0.50,375,"24,350.00",975,"1,772.60","1,787.55",150,18.05,"1,782.80",-,5,-5,89,
,"11,296","-3,933","36,175",36.59,0.50,-0.65,"7,125",0.35,0.50,"15,825","24,400.00",75,"1,825.85","1,839.75",150,50.05,"1,839.00",-,"1,095",-847,825,
,"2,006","-1,084","11,867",40.02,0.35,-0.80,"6,975",0.35,0.70,"1,575","24,450.00",150,"1,874.80","1,887.60",75,208.00,"1,843.05",-,22,-11,53,
,"82,228","-28,054","1,45,982",39.61,0.50,-0.65,"13,575",0.50,1.15,"1,500","24,500.00",75,"1,932.00","1,938.40",375,49.90,"1,936.85",-,"5,811","-3,669","5,203",
,"2,169","-2,008","14,698",39.17,0.35,-0.75,"10,800",0.30,1.45,600,"24,550.00",750,"1,933.10","2,014.30",75,-,"1,963.30",-,-,-,58,
,"7,091","-5,559","40,912",41.74,0.55,-0.60,"97,350",0.50,0.60,"1,500","24,600.00",75,"2,031.05","2,042.65",750,55.00,"2,041.85",50.07,636,-586,328,
,857,"-1,664","13,126",41.37,0.40,-0.70,"2,925",0.40,0.65,300,"24,650.00",150,"2,072.30","2,094.55",75,394.40,"2,047.20",-,4,-3,53,
,"4,991","-3,913","28,557",43.11,0.50,-0.55,75,0.55,1.20,"1,500","24,700.00",150,"2,125.20","2,137.55",150,52.90,"2,135.60",-,43,-40,497,
,"3,506",-962,"22,963",43.97,0.50,-0.55,825,0.35,1.00,900,"24,750.00",150,"2,175.75","2,190.45",75,311.45,"2,181.75",-,27,-9,83,
,"23,454","-5,443","53,580",45.24,0.55,-0.65,"73,350",0.50,0.55,825,"24,800.00",75,"2,230.80","2,240.95",150,80.60,"2,241.65",53.90,307,-267,206,
,"1,703",-979,"16,220",44.77,0.40,-0.65,"8,850",0.30,1.05,450,"24,850.00","1,125","2,126.45","2,319.45","1,125",-,"1,846.40",-,-,-,1,
,"14,733",-712,"34,971",47.36,0.60,-0.60,"7,050",0.60,0.70,675,"24,900.00",75,"2,328.90","2,363.15","1,125",78.00,"2,334.00",-,31,-17,94,
,744,-500,"7,679",46.95,0.45,-0.60,"9,000",0.30,1.15,"1,500","24,950.00","1,125","2,240.50","2,447.85","1,125",-,"1,957.35",-,-,-,2,
,"54,333","-14,508","82,278",48.69,0.55,-0.55,"29,100",0.50,0.55,"3,750","25,000.00",375,"2,437.50","2,440.00",75,50.45,"2,440.00",52.81,"3,869","-3,016","6,702",
,"4,317",-64,"20,756",46.93,0.30,-0.70,"8,775",0.30,0.40,750,"25,050.00","1,125","2,322.65","2,510.60",75,-,"2,051.20",-,-,-,1,
,"5,362","-8,789","60,668",48.38,0.40,-0.75,"5,175",0.35,0.40,"14,775","25,100.00",225,"2,525.65","2,582.60",975,13.00,"2,495.00",-,40,-27,80,
,433,-561,"3,391",50.31,0.45,-0.60,"9,000",0.30,1.35,"3,000","25,150.00","1,125","2,425.35","2,901.20","1,725",-,"2,116.00",-,-,-,3,
,"6,309","-8,387","63,269",50.02,0.35,-0.80,"35,475",0.30,0.35,750,"25,200.00",75,"2,628.05","2,644.20",75,46.10,"2,633.10",-,195,-163,266,
,838,-218,"2,929",52.92,0.55,-0.50,"10,800",0.30,0.95,"1,500","25,250.00","1,125","2,504.80","2,852.75",75,-,"2,591.45",-,-,-,13,
,"3,024",-330,"18,249",51.64,0.35,-0.60,"1,800",0.25,0.50,900,"25,300.00",150,"2,728.00","2,743.00",150,22.00,"2,702.00",-,92,-72,55,
,531,-64,"1,446",52.45,0.35,-0.65,"7,200",0.30,0.45,"1,275","25,350.00","1,125","2,625.50","3,113.95","1,125",0.60,"2,321.45",-,-,-,2,
,"1,235",-841,"11,609",52.56,0.30,-0.70,"20,400",0.25,0.80,75,"25,400.00",150,"2,830.10","2,844.50",75,70.45,"2,835.45",-,111,-78,102,
,289,-466,"3,851",56.26,0.55,-0.50,"5,175",0.55,1.25,"1,500","25,450.00","1,125","2,700.70","3,014.30","1,125",1.35,"2,416.30",-,-,-,3,
,"20,127","-6,579","66,915",55.49,0.40,-0.60,"98,025",0.35,0.45,"3,600","25,500.00",375,"2,932.90","2,941.40",75,51.75,"2,937.00",-,"1,728","-1,440","2,011",
,279,-247,"1,705",54.93,0.30,-0.80,"14,025",0.30,1.10,"1,500","25,550.00","1,200","2,924.10","3,102.25","1,125",-,"2,984.85",-,-,-,3,
,"1,013",-437,"6,485",55.72,0.30,-0.65,"7,725",0.30,0.50,225,"25,600.00","1,125","3,012.80","3,044.95",750,74.80,"3,034.80",-,271,-201,88,
,"2,012",-15,"2,354",57.24,0.35,-0.60,"16,200",0.30,1.40,"1,500","25,650.00","1,125","2,893.35","3,205.00","1,125",-,"2,730.00",-,-,-,3,
,410,-299,"3,945",60.84,0.60,-0.35,"7,200",0.30,0.90,150,"25,700.00","1,125","3,104.05","3,144.20",375,58.90,"3,136.50",-,123,-100,126,
,"1,035",-393,"3,717",66.70,1.35,0.40,825,0.35,1.50,"1,500","25,750.00","1,125","2,973.15","3,306.00","1,125",-0.20,"2,703.65",-,-,-,5,
,995,"-1,626","7,524",62.48,0.30,-0.65,"7,125",0.30,1.40,"1,500","25,800.00","1,125","3,215.20","3,425.50",150,56.85,"3,243.65",79.18,206,-149,115,
,424,-77,"3,335",65.00,0.80,-0.20,"18,000",0.30,0.90,900,"25,850.00","1,125","3,084.75","3,433.35","1,125",1.15,"2,813.80",-,-,-,3,
,974,-718,"7,752",63.07,0.50,-0.50,"1,725",0.50,1.25,"1,500","25,900.00",375,"3,329.70","3,344.50",150,4.85,"3,301.35",-,19,-6,70,
,347,-136,"2,811",66.65,0.80,-0.10,450,0.40,1.30,"1,500","25,950.00","1,125","3,177.80","3,507.70","1,125",-,"3,340.00",-,-,-,3,
,"27,121","-8,324","71,449",64.66,0.50,-0.45,"1,500",0.50,0.75,"2,250","26,000.00",75,"3,432.15","3,440.15",75,51.65,"3,440.00",73.15,"4,518","-4,160","4,135",
,476,-407,"5,217",68.30,0.80,-0.20,"1,200",0.40,0.80,"3,825","26,050.00","1,125","3,272.60","3,630.50","1,125",-1.25,"3,012.45",-,-,-,2,
,"1,020",-534,"11,288",63.44,0.30,-0.65,"3,525",0.30,0.50,"1,350","26,100.00","1,125","3,481.30","3,551.80","1,125",442.25,"3,499.90",-,8,-7,75,
,525,-149,"2,599",65.76,0.40,-0.55,750,0.40,1.20,"1,500","26,150.00","1,125","3,323.30","3,732.95","1,125",0.90,"3,112.60",-,-,-,3,
,"1,724",-190,"15,755",70.75,1.00,0.15,"2,850",0.30,1.00,750,"26,200.00",675,"3,621.80","3,644.90",225,-3.40,"3,615.00",-,203,-171,213,
,768,-294,"5,207",72.35,0.90,-,"32,400",0.30,0.90,150,"26,250.00","1,125","3,480.05","3,892.20","1,725",-,"3,305.35",-,-,-,12,
,"4,786","-3,130","34,945",73.91,1.00,0.05,225,0.40,0.95,750,"26,300.00",225,"3,728.10","3,782.70","1,125",-116.10,"3,699.95",-,3,-1,95,
,402,49,"5,662",67.22,0.30,-0.60,"8,925",0.30,0.75,"1,575","26,350.00","1,725","3,524.70","3,938.30","1,125",454.40,"3,768.35",-,2,-,1,
,"4,992","-3,020","33,570",70.93,0.50,-0.40,"44,700",0.30,0.80,"3,600","26,400.00","1,125","3,728.25","3,886.25","1,125",-,"3,437.60",-,-,-,29,
,"2,246",-240,"44,277",72.30,0.55,-0.35,75,0.55,0.80,"1,500","26,450.00","1,200","3,783.20","3,933.15","1,125",-,"3,510.20",-,-,-,2,
,"1,08,394","-31,157","2,90,221",73.08,0.55,-0.35,"2,400",0.55,0.60,"2,100","26,500.00",450,"3,935.00","3,943.25",75,51.65,"3,941.60",88.52,"1,878","-1,591","2,210",
